# blastp
# Iteration: 0
# Query: P24276.1 RecName: Full=Protein SSD1; AltName: Full=Protein SRK1 [Saccharomyces cerevisiae S288C]
# RID: BBWCMDV1016
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 406 hits found
P24276.1	XP_961563.2	29.487	78	53	1	1171	1246	1286	1363	3.30e-05	53.5	61.54
P24276.1	XP_961563.2	53.333	30	12	1	21	48	5	34	92	32.7	70.00
P24276.1	ODV91698.1	43.077	780	347	13	497	1247	399	1110	0.0	587	58.33
P24276.1	ODV91698.1	42.748	262	98	10	151	396	131	356	1.96e-26	122	53.05
P24276.1	XP_658762.1	44.068	826	385	16	337	1131	428	1207	0.0	585	60.65
P24276.1	XP_658762.1	36.207	58	37	0	1189	1246	1315	1372	2.96e-05	53.9	67.24
P24276.1	XP_658762.1	60.000	25	10	0	29	53	13	37	6.0	36.6	80.00
P24276.1	XP_011326696.1	40.024	842	404	17	493	1246	416	1244	0.0	574	58.43
P24276.1	XP_011326696.1	58.824	85	34	1	313	396	276	360	5.22e-20	102	72.94
P24276.1	CEF83359.1	40.024	842	404	17	493	1246	535	1363	0.0	574	58.43
P24276.1	CEF83359.1	58.824	85	34	1	313	396	395	479	4.94e-20	102	72.94
P24276.1	EYB23789.1	40.024	842	404	17	493	1246	534	1362	0.0	574	58.43
P24276.1	EYB23789.1	58.824	85	34	1	313	396	394	478	4.94e-20	102	72.94
P24276.1	XP_019020799.1	38.249	834	431	16	489	1247	475	1299	7.79e-165	530	56.12
P24276.1	XP_019020799.1	76.667	60	13	1	337	396	377	435	1.12e-19	100	91.67
P24276.1	XP_019020799.1	50.000	28	14	0	25	52	7	34	3.0	37.4	78.57
P24276.1	CRL22673.1	44.294	666	332	11	498	1131	554	1212	1.10e-164	531	62.91
P24276.1	CRL22673.1	76.667	60	13	1	337	396	431	489	1.30e-19	100	90.00
P24276.1	CRL22673.1	34.483	58	38	0	1189	1246	1320	1377	1.43e-04	51.6	68.97
P24276.1	CRL22673.1	48.571	35	16	1	21	53	3	37	12	35.4	62.86
P24276.1	ORY78509.1	37.453	793	435	17	496	1248	419	1190	1.55e-161	518	55.49
P24276.1	ORY78509.1	78.333	60	12	1	337	396	323	381	8.61e-20	101	90.00
P24276.1	GAO51867.1	42.206	680	343	12	489	1127	453	1123	7.58e-157	509	60.00
P24276.1	GAO51867.1	76.667	60	13	1	337	396	355	413	1.35e-19	100	91.67
P24276.1	XP_002839150.1	43.472	651	317	12	520	1131	551	1189	2.50e-152	498	61.75
P24276.1	XP_002839150.1	77.049	61	13	1	337	396	433	493	4.86e-20	102	90.16
P24276.1	XP_002839150.1	40.816	49	29	0	1198	1246	1317	1365	1.63e-05	54.7	69.39
P24276.1	XP_002839150.1	53.125	32	12	1	22	53	10	38	7.6	36.2	68.75
P24276.1	XP_003324138.1	36.070	804	431	17	507	1246	636	1420	3.99e-146	482	54.98
P24276.1	XP_003324138.1	76.667	60	13	1	337	396	532	590	1.44e-19	100	91.67
P24276.1	XP_011387156.1	36.352	784	433	20	507	1246	640	1401	5.18e-139	462	55.99
P24276.1	XP_011387156.1	60.000	60	23	1	337	396	542	600	2.32e-14	83.6	81.67
P24276.1	XP_007329347.1	36.000	775	432	17	516	1246	497	1251	1.57e-137	455	55.35
P24276.1	XP_007329347.1	76.667	60	13	1	337	396	387	445	2.24e-19	100	90.00
P24276.1	EGO01908.1	33.000	800	450	18	516	1249	377	1156	2.48e-128	428	54.25
P24276.1	EGO01908.1	76.667	60	13	1	337	396	265	323	2.07e-19	100	90.00
P24276.1	XP_012050922.1	33.677	775	447	11	510	1246	923	1668	6.37e-128	436	51.61
P24276.1	XP_012050922.1	80.000	60	11	1	337	396	817	875	3.83e-21	105	91.67
P24276.1	RIB17962.1	37.858	663	357	13	516	1130	589	1244	6.38e-128	432	56.56
P24276.1	RIB17962.1	73.333	60	15	1	337	396	482	540	7.94e-19	98.2	93.33
P24276.1	XP_012051195.1	37.539	642	359	8	510	1116	923	1557	6.64e-127	432	54.83
P24276.1	XP_012051195.1	80.000	60	11	1	337	396	817	875	4.07e-21	105	91.67
P24276.1	EXX74607.1	38.253	664	339	17	520	1127	597	1245	7.82e-122	415	54.67
P24276.1	EXX74607.1	71.667	60	16	1	337	396	486	544	1.46e-18	97.4	91.67
P24276.1	EXX74608.1	38.009	663	342	16	520	1127	589	1237	9.60e-122	415	54.75
P24276.1	EXX74608.1	71.667	60	16	1	337	396	478	536	1.48e-18	97.4	91.67
P24276.1	OAQ31519.1	35.647	634	367	12	505	1116	98	712	1.10e-108	366	56.15
P24276.1	OAQ31519.1	48.387	62	30	1	337	396	10	71	2.96e-09	66.6	70.97
P24276.1	CDH58442.1	35.088	627	364	15	533	1124	490	1108	6.29e-104	362	55.66
P24276.1	CDH58442.1	58.333	60	24	1	337	396	374	432	1.91e-11	73.9	78.33
P24276.1	XP_021880184.1	34.597	633	379	11	505	1116	612	1230	1.07e-103	363	55.45
P24276.1	XP_021880184.1	48.387	62	30	1	337	396	525	586	4.38e-09	66.2	70.97
P24276.1	O74454.1	35.138	831	412	21	337	1119	283	1034	1.50e-101	352	50.78
P24276.1	XP_018288856.1	34.992	623	370	13	527	1127	115	724	2.80e-101	347	53.93
P24276.1	XP_018288856.1	56.667	60	25	1	337	396	2	60	9.72e-11	71.6	75.00
P24276.1	CDH53421.1	34.851	637	353	16	533	1124	515	1134	3.60e-98	345	52.12
P24276.1	CDH53421.1	56.667	60	25	1	337	396	399	457	4.64e-11	72.8	76.67
P24276.1	OBZ85465.1	34.123	633	370	12	508	1119	281	887	4.60e-98	340	51.66
P24276.1	OBZ85465.1	55.000	60	26	1	337	396	187	245	8.22e-10	68.6	73.33
P24276.1	OAQ23985.1	33.863	629	375	13	512	1116	653	1264	9.41e-98	347	56.44
P24276.1	OAQ23985.1	48.387	62	30	1	337	396	559	620	3.09e-09	67.0	70.97
P24276.1	EPB83540.1	34.713	628	368	12	528	1124	401	1017	1.66e-95	336	52.23
P24276.1	EPB83540.1	56.667	60	26	0	337	396	288	347	6.74e-11	72.4	71.67
P24276.1	XP_018299381.1	33.939	660	381	14	507	1126	666	1310	2.16e-95	341	51.82
P24276.1	XP_018299381.1	50.000	72	35	1	325	396	561	631	3.92e-11	73.2	73.61
P24276.1	OBZ81863.1	30.446	785	460	17	533	1246	470	1239	1.06e-94	335	49.43
P24276.1	OBZ81863.1	55.000	60	26	1	337	396	354	412	3.46e-10	70.1	73.33
P24276.1	OBZ88622.1	31.545	764	460	16	528	1246	379	1124	1.74e-94	333	49.35
P24276.1	OBZ88622.1	55.000	60	27	0	337	396	266	325	1.09e-10	71.6	71.67
P24276.1	CDH60523.1	33.443	607	375	11	534	1120	563	1160	1.83e-94	335	54.04
P24276.1	CDH60523.1	40.000	60	35	1	337	396	423	481	0.002	48.1	65.00
P24276.1	EIE84692.1	34.295	624	368	14	528	1124	351	959	6.29e-94	330	52.88
P24276.1	EIE84692.1	55.000	60	27	0	337	396	238	297	1.55e-10	71.2	73.33
P24276.1	EIE78579.1	33.333	627	372	14	536	1124	491	1109	4.02e-93	331	52.95
P24276.1	EIE78579.1	56.667	60	25	1	337	396	372	430	3.48e-10	70.1	73.33
P24276.1	EPB85527.1	34.321	641	371	14	508	1119	74	693	1.73e-92	321	51.17
P24276.1	EPB85527.1	68.421	38	11	1	359	396	2	38	1.69e-06	57.8	86.84
P24276.1	EXX74609.1	37.455	550	274	16	520	1014	597	1131	2.49e-92	327	53.45
P24276.1	EXX74609.1	71.667	60	16	1	337	396	486	544	1.27e-18	97.4	91.67
P24276.1	EPB91856.1	29.229	804	485	16	517	1246	483	1276	8.64e-92	328	48.63
P24276.1	EPB91856.1	55.000	60	26	1	337	396	382	440	9.55e-10	68.6	71.67
P24276.1	OBZ90828.1	32.043	646	387	14	532	1137	534	1167	9.88e-91	324	50.93
P24276.1	OBZ90828.1	46.429	56	29	1	341	396	433	487	1.05e-05	55.5	67.86
P24276.1	CDH59155.1	32.143	644	395	10	507	1123	444	1072	6.74e-90	321	52.17
P24276.1	CDH59155.1	56.667	60	25	1	337	396	351	409	4.83e-11	72.8	81.67
P24276.1	XP_001728646.1	32.340	671	401	16	484	1126	304	949	8.37e-90	318	50.37
P24276.1	XP_001728646.1	65.000	60	20	1	337	396	212	270	1.29e-12	77.8	81.67
P24276.1	XP_018295507.1	31.797	629	394	11	519	1121	111	730	4.00e-89	312	51.99
P24276.1	XP_018295507.1	55.000	60	26	1	337	396	9	67	1.95e-10	70.5	75.00
P24276.1	CDH57086.1	33.816	621	367	16	533	1124	514	1119	1.33e-88	318	53.14
P24276.1	CDH57086.1	56.667	60	25	1	337	396	398	456	1.07e-11	75.1	78.33
P24276.1	CDH57087.1	33.816	621	367	16	533	1124	513	1118	1.35e-88	318	53.14
P24276.1	CDH57087.1	56.667	60	25	1	337	396	397	455	1.07e-11	75.1	78.33
P24276.1	EPB92428.1	28.996	807	456	21	499	1247	100	847	9.34e-88	308	47.09
P24276.1	EPB92428.1	46.429	56	29	1	341	396	26	80	7.04e-05	52.4	66.07
P24276.1	EIE90034.1	34.032	620	375	14	528	1124	383	991	3.01e-86	309	51.45
P24276.1	EIE90034.1	55.000	60	27	0	337	396	270	329	9.21e-11	72.0	75.00
P24276.1	XP_018293059.1	31.424	611	385	13	529	1120	99	694	4.95e-85	297	52.21
P24276.1	XP_018293059.1	37.288	59	36	1	338	396	1	58	1.31e-04	51.6	71.19
P24276.1	O94525.1	29.860	643	424	8	489	1117	397	1026	3.67e-83	301	48.99
P24276.1	O94525.1	62.712	59	21	1	338	396	289	346	4.46e-14	82.8	79.66
P24276.1	XP_018297613.1	28.205	741	461	17	534	1246	173	870	4.27e-83	296	49.26
P24276.1	XP_018297613.1	50.000	60	29	1	337	396	60	118	1.43e-10	71.2	78.33
P24276.1	EIE79534.1	27.376	789	458	19	527	1247	427	1168	2.21e-81	296	47.28
P24276.1	EIE79534.1	44.444	54	27	2	343	396	342	392	0.001	48.5	68.52
P24276.1	EIE86185.1	31.605	617	369	14	507	1117	199	768	1.32e-80	287	49.43
P24276.1	EIE86185.1	53.333	60	27	1	337	396	106	164	3.59e-09	66.6	78.33
P24276.1	XP_002173060.2	31.268	694	404	16	476	1119	402	1072	7.31e-80	290	48.27
P24276.1	XP_002173060.2	56.818	88	33	2	313	396	288	374	1.04e-19	100	71.59
P24276.1	XP_016610762.1	31.331	616	376	14	541	1117	685	1292	1.86e-79	292	49.51
P24276.1	XP_016610762.1	41.667	60	34	1	337	396	556	614	1.20e-05	55.1	68.33
P24276.1	XP_002174298.2	30.220	728	442	19	497	1180	395	1100	8.37e-78	285	47.66
P24276.1	XP_002174298.2	59.322	59	23	1	338	396	279	336	2.72e-13	80.1	81.36
P24276.1	EPB81809.1	29.919	615	392	12	535	1120	241	845	1.01e-75	276	48.94
P24276.1	EPB81809.1	45.000	60	31	2	337	396	106	163	2.41e-04	50.8	65.00
P24276.1	OBZ83463.1	30.844	616	370	14	536	1119	229	820	2.18e-72	265	48.86
P24276.1	EIE87097.1	29.822	617	367	13	527	1120	201	774	2.15e-71	262	48.46
P24276.1	EIE87097.1	40.000	60	34	2	337	396	88	145	0.003	47.4	65.00
P24276.1	ORY51419.1	29.606	635	381	15	541	1119	489	1113	2.84e-68	257	46.93
P24276.1	ORY51419.1	33.333	99	65	1	298	396	319	416	0.002	47.8	51.52
P24276.1	CDH55297.1	29.951	611	388	13	536	1120	455	1051	2.58e-67	253	48.45
P24276.1	CDH55297.1	29.412	102	54	3	295	396	309	392	0.002	48.1	50.98
P24276.1	CDH60623.1	27.575	602	383	15	537	1117	293	862	7.99e-59	225	46.51
P24276.1	CDH60622.1	27.575	602	383	15	537	1117	300	869	8.72e-59	225	46.51
P24276.1	OBZ83949.1	29.319	573	368	15	535	1096	296	842	4.23e-57	219	49.04
P24276.1	OBZ83949.1	36.667	60	37	1	337	396	170	228	0.021	44.3	65.00
P24276.1	EPB90552.1	26.954	627	413	15	519	1116	392	1002	4.32e-55	214	47.37
P24276.1	EPB90552.1	38.333	60	36	1	337	396	277	335	0.13	42.0	60.00
P24276.1	XP_004367466.1	27.863	585	362	13	582	1117	494	1067	6.75e-55	215	45.81
P24276.1	XP_030837613.1	28.242	563	349	14	576	1102	513	1056	1.73e-54	213	46.71
P24276.1	XP_030837613.1	38.596	57	32	2	341	396	260	314	0.082	42.4	64.91
P24276.1	XP_030842557.1	28.242	563	349	14	576	1102	513	1056	7.40e-54	211	46.54
P24276.1	XP_030842557.1	38.596	57	32	2	341	396	260	314	0.085	42.4	64.91
P24276.1	XP_021877244.1	39.831	236	141	1	882	1116	93	328	2.44e-52	196	61.44
P24276.1	XP_006676968.1	26.100	659	426	19	502	1117	317	957	2.34e-50	199	45.68
P24276.1	XP_006676968.1	42.373	59	34	0	338	396	237	295	1.50e-05	54.7	62.71
P24276.1	ORY85672.1	28.319	565	346	14	583	1097	562	1117	3.82e-50	199	46.90
P24276.1	KNE56473.1	26.424	632	371	17	540	1100	514	1122	4.04e-50	199	43.67
P24276.1	KNE56473.1	38.776	49	26	1	352	396	382	430	43	33.5	63.27
P24276.1	NP_689596.4	27.184	618	384	17	540	1118	232	822	2.79e-48	191	44.66
P24276.1	XP_004343707.2	25.487	616	377	15	582	1124	590	1196	4.57e-46	186	44.32
P24276.1	XP_004343707.2	35.714	56	35	1	341	396	337	391	0.13	42.0	62.50
P24276.1	O14040.1	26.263	594	375	14	541	1093	295	866	5.21e-46	185	46.13
P24276.1	KNE54823.1	25.275	637	382	16	540	1106	518	1130	1.88e-45	184	42.54
P24276.1	4RO1_A	26.263	594	375	14	541	1093	132	703	6.02e-45	180	45.96
P24276.1	EIE80403.1	35.254	295	173	7	520	806	79	363	2.90e-43	169	53.22
P24276.1	EIE80403.1	43.182	44	24	1	353	396	1	43	4.6	36.6	68.18
P24276.1	NP_498160.2	26.494	619	378	15	541	1116	197	781	3.34e-43	175	45.07
P24276.1	NP_498160.2	28.333	60	41	2	338	396	62	120	46	33.5	53.33
P24276.1	PIA17543.1	24.922	638	404	12	527	1098	114	742	1.01e-41	171	41.69
P24276.1	CDH51568.1	28.224	535	340	17	594	1090	376	904	1.30e-41	171	46.17
P24276.1	XP_004996997.1	26.339	691	433	23	514	1168	295	945	4.48e-41	170	43.27
P24276.1	AAK93574.1	27.242	591	363	20	541	1111	350	893	2.30e-40	167	45.52
P24276.1	EAW70990.1	27.273	550	340	15	540	1052	232	758	3.44e-40	166	44.00
P24276.1	OBZ89871.1	27.407	540	341	14	579	1094	353	865	5.18e-40	166	44.44
P24276.1	CDH60378.1	26.692	532	355	12	584	1099	369	881	5.62e-40	166	44.36
P24276.1	AFI71920.1	27.242	591	363	21	541	1111	373	916	6.48e-40	166	46.02
P24276.1	PIA16743.1	27.850	535	338	17	594	1089	170	695	6.71e-40	165	44.86
P24276.1	NP_001262910.1	27.073	591	364	20	541	1111	350	893	6.98e-40	166	45.52
P24276.1	KXN68223.1	26.316	589	388	17	538	1093	655	1230	7.25e-40	166	44.99
P24276.1	EPB82799.1	25.894	587	362	17	531	1094	338	874	1.34e-39	165	44.12
P24276.1	XP_002175003.1	25.405	618	405	16	543	1122	214	813	7.13e-39	162	44.17
P24276.1	XP_018291713.1	26.372	565	377	13	552	1094	335	882	1.39e-38	161	44.60
P24276.1	ORX43377.1	26.381	561	349	16	584	1100	811	1351	2.85e-37	158	45.99
P24276.1	ORX43377.1	36.923	65	35	1	580	638	587	651	0.007	46.2	53.85
P24276.1	XP_629050.1	24.650	572	387	11	540	1094	334	878	4.70e-37	157	43.01
P24276.1	OAQ29610.1	26.993	552	348	15	608	1107	393	941	6.29e-37	157	43.66
P24276.1	KNE63777.1	26.552	580	374	17	538	1097	340	887	7.20e-37	156	43.79
P24276.1	OAQ32362.1	26.766	538	349	15	578	1095	365	877	8.11e-37	156	45.35
P24276.1	XP_016612102.1	25.981	535	351	14	580	1094	369	878	1.52e-36	155	45.79
P24276.1	ORY87156.1	25.355	564	372	14	580	1119	384	922	1.83e-36	155	43.62
P24276.1	XP_021883468.1	28.175	504	315	16	617	1095	410	891	1.90e-36	154	45.63
P24276.1	PIA18366.1	26.384	542	348	14	578	1094	374	889	3.15e-36	154	43.91
P24276.1	OBZ91583.1	26.990	515	331	16	617	1094	216	722	5.76e-36	152	45.44
P24276.1	XP_004347431.1	25.464	593	385	16	532	1094	393	958	5.86e-36	154	43.51
P24276.1	CAC35051.1	26.689	592	366	21	541	1111	350	894	6.10e-36	153	44.43
P24276.1	XP_020429451.1	25.730	548	350	15	586	1094	456	985	1.27e-35	152	45.07
P24276.1	ORY24609.1	25.248	606	389	16	511	1096	318	879	1.35e-35	152	44.88
P24276.1	KNE71922.1	25.452	609	398	17	513	1097	307	883	1.40e-35	152	42.53
P24276.1	ORX84255.1	26.271	590	383	17	527	1096	334	891	1.48e-35	152	45.93
P24276.1	XP_021883488.1	27.985	536	313	18	617	1094	401	921	1.49e-35	152	44.22
P24276.1	XP_020435989.1	25.874	572	362	12	576	1098	638	1196	1.76e-35	152	42.31
P24276.1	XP_020435989.1	35.000	60	38	1	337	396	358	416	2.3	37.7	56.67
P24276.1	XP_001744179.1	25.524	572	374	15	541	1096	324	859	1.86e-35	151	43.01
P24276.1	XP_018298524.1	27.656	546	326	20	586	1108	300	799	2.58e-35	151	43.77
P24276.1	ORY24922.1	25.801	562	349	14	584	1098	111	651	2.79e-35	150	43.06
P24276.1	RIB08808.1	27.950	483	312	12	586	1050	362	826	5.09e-35	149	45.34
P24276.1	EXX59222.1	27.290	524	346	12	586	1094	376	879	1.14e-34	149	43.70
P24276.1	KXN68087.1	25.249	602	395	16	519	1094	302	874	1.22e-34	149	44.19
P24276.1	ORY27235.1	26.534	554	353	20	588	1102	7	545	1.40e-34	148	46.21
P24276.1	XP_004996901.1	26.259	556	346	16	580	1090	424	960	1.87e-34	148	43.35
P24276.1	XP_004996901.1	37.288	59	37	0	338	396	199	257	0.20	41.2	49.15
P24276.1	CAH56266.1	25.365	548	359	15	584	1104	373	897	1.90e-34	148	45.07
P24276.1	CAB45749.1	25.365	548	359	15	584	1104	47	571	1.92e-34	146	44.89
P24276.1	XP_006679077.1	26.589	598	394	18	512	1093	311	879	2.06e-34	148	43.98
P24276.1	BAF92610.1	25.365	548	359	15	584	1104	373	897	2.40e-34	148	44.89
P24276.1	BAA76852.3	25.365	548	359	15	584	1104	343	867	2.41e-34	148	44.89
P24276.1	NP_001121698.1	25.365	548	359	15	584	1104	343	867	2.41e-34	148	44.89
P24276.1	NP_055768.3	25.365	548	359	15	584	1104	373	897	2.48e-34	148	44.89
P24276.1	AAH56143.1	25.365	548	359	15	584	1104	373	897	2.48e-34	148	44.89
P24276.1	AAL37479.1	25.365	548	359	15	584	1104	373	897	2.52e-34	148	44.89
P24276.1	NP_501835.2	26.151	543	324	16	584	1090	382	883	3.05e-34	147	44.38
P24276.1	NP_001309277.1	25.365	548	359	15	584	1104	250	774	3.43e-34	147	44.89
P24276.1	6H25_J	25.365	548	359	15	584	1104	377	901	3.72e-34	147	44.71
P24276.1	EAW80518.1	25.365	548	359	15	584	1104	109	633	4.02e-34	145	44.89
P24276.1	XP_001744174.1	25.258	582	375	18	540	1090	22	574	4.05e-34	144	42.78
P24276.1	XP_004367379.1	23.234	538	359	13	586	1094	468	980	4.43e-34	147	45.17
P24276.1	ORX43308.1	25.430	582	380	16	536	1096	343	891	4.49e-34	147	45.19
P24276.1	6D6Q_K	25.365	548	359	15	584	1104	375	899	4.56e-34	147	44.71
P24276.1	NP_001309278.1	25.365	548	359	15	584	1104	211	735	5.67e-34	146	44.89
P24276.1	AAH38101.1	25.365	548	359	15	584	1104	211	735	5.72e-34	146	44.89
P24276.1	BAB85541.1	25.405	618	395	17	517	1090	196	791	1.74e-33	145	42.72
P24276.1	ORX85520.1	25.719	556	359	15	584	1100	790	1330	1.80e-33	146	44.42
P24276.1	ORX85520.1	27.660	94	53	4	584	671	567	651	2.5	37.7	50.00
P24276.1	NP_001310866.1	25.405	618	395	17	517	1090	177	772	1.90e-33	145	42.72
P24276.1	RKP20466.1	24.476	572	377	15	540	1093	238	772	2.01e-33	144	44.06
P24276.1	NP_001310867.1	25.405	618	395	17	517	1090	169	764	2.03e-33	145	42.72
P24276.1	NP_001310865.1	25.405	618	395	17	517	1090	220	815	2.09e-33	145	42.72
P24276.1	XP_003290482.1	25.752	532	348	15	583	1094	368	872	3.19e-33	144	44.92
P24276.1	NP_001310877.1	25.405	618	395	17	517	1090	243	838	3.53e-33	144	42.72
P24276.1	NP_001310873.1	25.405	618	395	17	517	1090	286	881	4.32e-33	144	42.72
P24276.1	OIR58338.1	25.703	498	334	13	615	1093	335	815	4.69e-33	143	44.38
P24276.1	NP_001137160.1	25.405	618	395	17	517	1090	303	898	4.95e-33	144	42.72
P24276.1	XP_030832821.1	26.486	555	340	13	586	1094	362	894	6.71e-33	143	42.16
P24276.1	XP_001597366.1	24.731	558	369	15	582	1113	420	952	9.08e-33	143	42.47
P24276.1	XP_002838419.1	24.149	646	431	18	525	1141	329	944	9.38e-33	143	42.11
P24276.1	EPZ33168.1	24.301	572	378	15	540	1093	330	864	9.74e-33	142	43.88
P24276.1	P37202.1	25.323	541	363	13	578	1098	390	909	1.02e-32	142	44.55
P24276.1	ODV96234.1	26.421	598	387	22	541	1114	374	942	1.43e-32	142	44.65
P24276.1	NP_728490.1	22.917	576	395	15	543	1088	424	980	1.46e-32	142	44.97
P24276.1	NP_612012.1	22.917	576	395	15	543	1088	412	968	1.61e-32	142	44.97
P24276.1	ORX48176.1	27.729	458	267	13	586	1010	248	674	1.67e-32	142	45.20
P24276.1	AAT94466.1	22.917	576	395	15	543	1088	424	980	1.68e-32	142	44.79
P24276.1	XP_001805194.1	24.472	568	380	14	572	1114	420	963	2.57e-32	141	42.78
P24276.1	XP_003293834.1	23.835	558	353	16	586	1093	451	986	2.97e-32	142	44.62
P24276.1	NP_014621.1	24.633	613	406	15	513	1098	361	944	6.25e-32	140	41.76
P24276.1	XP_019027114.1	26.050	595	369	20	531	1094	373	927	6.28e-32	140	43.87
P24276.1	XP_002493284.1	24.837	612	395	18	512	1093	322	898	6.88e-32	140	43.46
P24276.1	5C0W_J	24.633	613	406	15	513	1098	364	947	8.41e-32	140	41.60
P24276.1	4IFD_J	24.633	613	406	15	513	1098	363	946	9.55e-32	139	41.60
P24276.1	5JEA_J	24.633	613	406	15	513	1098	365	948	9.91e-32	139	41.60
P24276.1	5K36_K	24.633	613	406	15	513	1098	363	946	1.09e-31	139	41.60
P24276.1	XP_002175127.1	25.133	565	374	16	573	1112	386	926	1.12e-31	139	43.01
P24276.1	NP_001310869.1	26.223	511	334	11	618	1090	23	528	1.17e-31	138	43.25
P24276.1	ODQ71950.1	26.157	497	340	13	615	1094	438	924	1.82e-31	139	45.47
P24276.1	XP_011390175.1	24.596	557	363	17	586	1109	433	965	2.10e-31	139	42.91
P24276.1	XP_963787.2	25.379	528	347	15	586	1090	416	919	2.38e-31	138	43.75
P24276.1	XP_451472.1	25.232	539	353	14	588	1098	436	952	6.98e-31	137	43.23
P24276.1	XP_647622.1	24.564	574	346	16	586	1093	613	1165	7.42e-31	137	42.68
